filepath,xmin,xmax,ymin,ymax
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars76.xml,6,470,114,233
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars62.xml,156,243,110,159
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N136.xml,787,910,473,513
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars356.xml,241,364,216,275
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars430.xml,38,116,159,197
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars424.xml,128,461,173,242
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars342.xml,196,253,148,169
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N122.xml,342,494,243,288
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars418.xml,99,303,70,155
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars395.xml,241,288,182,205
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars381.xml,65,147,131,155
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars222.xml,178,235,158,170
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars236.xml,223,250,106,119
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N240.xml,164,285,99,137
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N2.xml,1804,2493,1734,1882
